city,AQI,PM2.5_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI
昭通市,49.617387218045096,42.255827067669166,41.90915789473686,11.63221052631579,10.070526315789474,12.489473684210529,30.53494736842105
迪庆藏族自治州,43.21754999999999,16.470571428571432,25.2803,2.0911,1.863625,18.3725,43.21754999999999
抚州市,43.30301260504202,43.09968487394959,40.365764705882334,14.818823529411766,9.663382352941175,20.41470588235294,36.25517647058824
南平市,35.62160561660563,28.9789987789988,29.008461538461543,10.829230769230769,10.82863247863248,14.707264957264956,35.249145299145304
宁德市,34.743597402597395,28.809350649350648,31.25872727272727,7.344545454545456,20.121136363636367,13.00909090909091,32.641818181818174
遵义市,54.944801288936624,52.90660580021483,50.55560150375938,10.96609022556391,13.628477443609022,12.68984962406015,25.80203007518798
铜仁市,54.94864457831326,49.46000430292598,54.70295180722893,16.72939759036145,7.66762048192771,15.542168674698797,29.6389156626506
萍乡市,58.14187499999999,58.04375,56.40575,18.805,16.768124999999998,19.6375,29.927
山南地区,53.85620787283391,30.111287351616895,24.603538681948407,1.3484240687679088,1.375071633237822,4.668338108882521,51.24817574021011
娄底市,52.3291891891892,50.895077220077226,51.62202702702704,19.09918918918919,17.535135135135135,19.22972972972973,30.43121621621622
湘潭市,55.06238095238096,54.830357142857146,52.34904761904762,15.450952380952382,33.920833333333334,22.27380952380953,22.80047619047619
泸州市,49.2016198979592,47.37391581632655,47.09625000000001,11.17196428571429,19.62075892857143,13.4375,25.04999999999999
宜宾市,61.03770833333335,61.03770833333335,55.533416666666696,16.697666666666674,21.30104166666667,16.295833333333334,21.483749999999997
湘西土家族苗族自治州,56.00492857142855,54.53852040816324,55.10535714285716,13.448857142857143,9.47339285714286,19.832142857142856,28.68342857142858
宜春市,53.940890652557314,52.218187830687846,52.70327160493829,17.668888888888894,19.1658950617284,19.37037037037037,31.240308641975304
林芝地区,45.52732213438738,21.96047430830037,16.379486166007904,1.5124703557312251,1.318181818181818,4.406126482213439,45.52732213438738
新余市,60.40625000000001,60.40625000000001,57.59214285714286,25.485714285714288,27.204464285714288,21.767857142857142,28.74392857142857
East Siang,42.765,33.15714285714286,25.3,3.13,3.325,6.25,42.765
甘孜藏族自治州,43.43159516550525,14.97173344947736,12.021814024390244,1.1259298780487803,2.207774390243899,5.145579268292683,43.238307926829286
益阳市,57.75533653846154,57.33677884615384,56.686923076923065,17.626730769230765,16.814903846153843,17.057692307692307,31.643365384615382
长沙市,56.64147058823532,55.039705882352926,54.88166666666669,15.80098039215687,26.42990196078431,19.49019607843137,27.130294117647065
日喀则地区,51.97623106060602,16.49842171717169,12.78792929292929,0.5101893939393929,0.4272727272727291,3.242424242424242,49.42389941077441
重庆市,56.38631249999999,56.0466666666666,51.14931944444443,15.216611111111105,17.181006944444448,13.120138888888889,24.2792638888889
丽水市,39.82583791208791,38.091163003663,38.54205128205128,8.907307692307691,23.18974358974359,14.01923076923077,28.38910256410256
温州市,49.476676384839664,45.621720116618086,48.681326530612246,11.036122448979592,40.02346938775509,17.505102040816325,27.54785714285714
乐山市,55.06763784461154,54.73070175438598,51.847456140350864,12.085087719298242,15.670614035087718,14.793859649122806,26.589561403508768
鹰潭市,36.06991596638655,35.62521008403362,34.74705882352941,19.73529411764705,15.520588235294118,18.61764705882353,35.01735294117647
常德市,56.61497448979591,55.74738520408164,56.0984523809524,14.627261904761903,16.42976190476191,17.613095238095237,31.745476190476182
上饶市,34.54598571428571,34.260714285714286,33.3282,14.745999999999997,15.477124999999994,14.5625,31.52065
昌都地区,46.3442152777778,15.46744047619048,11.343604166666667,0.849437500000001,0.6301041666666662,7.9,46.3442152777778
岳阳市,54.6362867647059,52.969774159663885,54.43647058823531,12.355588235294112,17.676654411764705,16.404411764705884,34.1629411764706
南昌市,43.02718614718615,41.01471861471862,42.81515151515151,15.254545454545454,17.691287878787875,20.439393939393938,28.97833333333333
雅安市,49.13253731343283,48.09520255863538,47.18298507462687,6.236567164179104,10.920149253731344,10.514925373134329,29.336268656716424
自贡市,61.84250000000001,61.84250000000001,57.13525,12.797999999999998,25.662500000000005,16.175,22.99425
张家界市,55.87945121951219,55.841768292682936,54.34146341463413,11.22658536585366,10.377134146341458,19.50609756097561,29.606951219512197
衢州市,37.61957528957529,37.2081081081081,36.6745945945946,12.451891891891892,25.13243243243244,15.06081081081081,29.926081081081083
九江市,47.39012658227849,46.33209764918627,47.06677215189874,11.728607594936708,13.247943037974682,16.96518987341772,31.671518987341774
台州市,45.09535714285714,43.689455782312926,43.67404761904762,6.2678571428571415,23.238392857142856,12.142857142857142,35.984761904761896
内江市,60.58988095238095,60.58988095238095,57.44904761904761,11.56666666666667,26.881547619047627,15.428571428571429,23.79
恩施土家族苗族自治州,55.19290768194072,55.19290768194072,51.36957547169813,13.533773584905656,7.4692216981132065,11.94811320754717,25.443254716981137
咸宁市,50.75356382978725,47.618389057750775,50.72872340425533,9.719148936170212,13.24468085106383,17.77127659574468,38.42382978723404
景德镇市,31.579693877551023,30.598639455782312,31.32571428571428,12.062857142857142,13.16845238095238,13.226190476190476,29.02833333333334
金华市,43.350838192419815,43.2560860058309,41.49938775510204,7.974489795918367,32.706122448979606,15.658163265306122,26.691938775510213
Janakpur,52.525,11.142857142857142,8.68,0.79,0.75,4.0,52.525
眉山市,61.675689655172405,61.324384236453184,58.407931034482765,10.719310344827589,22.74224137931035,14.991379310344827,24.01672413793104
资阳市,59.30451388888889,59.26111111111111,57.65569444444444,10.32277777777778,21.57743055555556,15.770833333333334,25.53944444444444
荆州市,55.31799180327869,50.39405737704917,55.30024590163934,13.295901639344262,24.32663934426229,18.35655737704918,37.53221311475411
黄石市,53.2546052631579,52.736372180451134,51.96894736842105,11.567894736842105,19.6,23.01315789473684,32.16605263157894
杭州市,52.252323874755376,48.36886007827789,52.23582191780821,9.683972602739724,35.714383561643835,16.181506849315067,34.439109589041095
拉萨市,57.42109819121446,31.759122369878185,30.52186046511629,0.6708527131782949,1.504554263565891,3.864341085271318,54.77826873385012
广安市,45.28733333333334,41.79571428571429,45.28733333333334,13.324666666666667,27.62375,17.058333333333334,20.180166666666665
宜昌市,56.814095238095234,55.50059523809525,55.28188888888888,9.945888888888891,19.82444444444444,13.547222222222222,36.035777777777774
黄山市,36.22063492063493,32.1320634920635,36.02933333333333,10.931555555555557,16.461666666666666,12.566666666666666,31.84455555555555
成都市,76.43349056603773,76.35471698113209,66.79113207547168,8.483396226415099,35.4438679245283,17.75943396226415,24.20066037735849
遂宁市,56.31695652173912,56.29293478260868,54.23826086956521,11.30782608695652,24.446739130434786,18.65217391304348,22.16586956521739
黄冈市,51.026254699248106,47.65881109022556,49.81085526315788,10.47657894736842,15.417598684210526,18.69407894736842,38.10875000000001
池州市,42.93118421052631,41.62236842105262,41.04526315789472,10.725526315789471,15.118092105263154,12.644736842105264,32.37197368421052
宁波市,53.28342490842491,47.59826007326007,47.15628205128206,6.080512820512821,37.527884615384615,10.102564102564102,37.72461538461538
潜江市,57.74611111111111,46.94900793650793,57.74611111111111,13.839999999999998,36.11111111111111,21.166666666666668,37.64666666666666
仙桃市,52.014,42.84571428571428,52.014,9.736,22.535,18.2,38.3905
武汉市,55.69297297297297,51.16809845559845,55.36689189189189,8.168648648648647,35.11891891891892,23.87162162162162,33.85932432432433
安庆市,63.56268939393938,63.56268939393938,54.3039393939394,12.474545454545453,22.016098484848488,15.981060606060606,31.96840909090909
绍兴市,51.877132936507934,49.775347222222216,49.39027777777776,8.554444444444444,49.29270833333333,14.34027777777778,31.013333333333332
南充市,45.67834905660377,43.01667789757413,45.39358490566038,11.303396226415098,26.65495283018868,19.221698113207548,18.37198113207548
达州市,48.71460764587525,45.655080482897375,47.62711267605635,14.264647887323944,23.92306338028169,16.179577464788732,21.196971830985916
鄂州市,54.056875000000005,52.82544642857143,52.733125,9.15375,28.5484375,26.78125,32.985625
德阳市,61.977222222222224,61.340740740740735,59.737777777777765,9.10777777777778,23.025,19.30555555555556,26.134444444444448
荆门市,56.64764150943397,43.82469676549864,56.64764150943397,11.949999999999998,30.481839622641512,18.410377358490567,40.53754716981133
阿坝藏族羌族自治州,45.119793694044354,35.35917672246012,30.909155313351505,5.967493188010899,3.2849455040871938,9.025204359673024,41.8057901907357
绵阳市,53.26010382059801,51.87421096345516,52.16982558139534,10.506976744186048,15.967732558139534,16.21511627906977,28.84383720930232
天门市,55.35166666666667,38.55,55.35166666666667,10.703333333333331,34.00833333333333,20.45833333333333,39.65125
孝感市,54.96,44.15410714285714,54.96,8.3815,33.14999999999999,21.19375,38.560375
宣城市,47.22694444444445,41.32116402116403,47.22694444444445,7.9600000000000035,23.31319444444445,13.23611111111111,38.28629629629631
那曲地区,49.23437974409019,8.382898038851197,6.316460637605723,0.2935523747560192,0.2369307091737166,3.1184124918672738,49.2304857948384
舟山市,48.956285714285706,48.64,42.516,1.984,5.125,5.65,45.976
